,License_Number,Reporting Period, Total_Sales , Excise_Tax_Due ,Sales_Booked,Sales_Booked_Timestamp
1867,412077,11/1/2014 - 11/30/2014,"$59,579 ","$14,895 ",11/30/2014,1417305600
1868,412233,11/1/2014 - 11/30/2014,"$22,843 ","$5,711 ",11/30/2014,1417305600
1869,412759,11/1/2014 - 11/30/2014,"$133,002 ","$33,251 ",11/30/2014,1417305600
1870,418408,11/1/2014 - 11/30/2014,"$1,050 ",$263 ,11/30/2014,1417305600
1871,412617,11/1/2014 - 11/30/2014,"$6,016 ","$1,504 ",11/30/2014,1417305600
1872,412792,11/1/2014 - 11/30/2014,"$348,255 ","$87,064 ",11/30/2014,1417305600
1873,412672,11/1/2014 - 11/30/2014,"$130,126 ","$32,532 ",11/30/2014,1417305600
1874,412304,11/1/2014 - 11/30/2014,"$3,100 ",$775 ,11/30/2014,1417305600
1875,413706,11/1/2014 - 11/30/2014,"$2,655 ",$664 ,11/30/2014,1417305600
1876,412060,11/1/2014 - 11/30/2014,"$13,866 ","$3,466 ",11/30/2014,1417305600
1877,417526,11/1/2014 - 11/30/2014,"$12,374 ","$3,094 ",11/30/2014,1417305600
1878,412679,11/1/2014 - 11/30/2014,"$5,821 ","$1,455 ",11/30/2014,1417305600
1879,417623,11/1/2014 - 11/30/2014,"$21,622 ","$5,405 ",11/30/2014,1417305600
1880,412208,11/1/2014 - 11/30/2014,"$30,350 ","$7,588 ",11/30/2014,1417305600
1881,415822,11/1/2014 - 11/30/2014,"$22,406 ","$5,601 ",11/30/2014,1417305600
1882,415697,11/1/2014 - 11/30/2014,"$52,353 ","$13,088 ",11/30/2014,1417305600
1883,413324,11/1/2014 - 11/30/2014,"$33,594 ","$8,398 ",11/30/2014,1417305600
1884,416859,11/1/2014 - 11/30/2014,"$14,621 ","$3,655 ",11/30/2014,1417305600
1885,413078,11/1/2014 - 11/30/2014,"$83,604 ","$20,901 ",11/30/2014,1417305600
1886,417525,11/1/2014 - 11/30/2014,"$5,287 ","$1,322 ",11/30/2014,1417305600
1887,415914,11/1/2014 - 11/30/2014,"$2,325 ",$581 ,11/30/2014,1417305600
1888,413652,11/1/2014 - 11/30/2014,"$7,839 ","$1,960 ",11/30/2014,1417305600
1889,415726,11/1/2014 - 11/30/2014,"$2,688 ",$672 ,11/30/2014,1417305600
1890,417950,11/1/2014 - 11/30/2014,"$4,032 ","$1,008 ",11/30/2014,1417305600
1891,412213,11/1/2014 - 11/30/2014,"$47,759 ","$11,940 ",11/30/2014,1417305600
1892,412236,11/1/2014 - 11/30/2014,"$27,600 ","$6,900 ",11/30/2014,1417305600
1893,412724,11/1/2014 - 11/30/2014,"$56,988 ","$14,247 ",11/30/2014,1417305600
1894,414462,11/1/2014 - 11/30/2014,"$78,649 ","$19,662 ",11/30/2014,1417305600
1895,412249,11/1/2014 - 11/30/2014,"$34,489 ","$8,622 ",11/30/2014,1417305600
1896,412107,11/1/2014 - 11/30/2014,"$62,906 ","$15,726 ",11/30/2014,1417305600
1897,412352,11/1/2014 - 11/30/2014,"$2,609 ",$652 ,11/30/2014,1417305600
1898,413718,11/1/2014 - 11/30/2014,"$3,775 ",$944 ,11/30/2014,1417305600
1899,415998,11/1/2014 - 11/30/2014,"$25,072 ","$6,268 ",11/30/2014,1417305600
1900,412403,11/1/2014 - 11/30/2014,"$6,795 ","$1,699 ",11/30/2014,1417305600
1901,413179,11/1/2014 - 11/30/2014,"$16,090 ","$4,023 ",11/30/2014,1417305600
1902,415700,11/1/2014 - 11/30/2014,"$60,132 ","$15,033 ",11/30/2014,1417305600
1903,412603,11/1/2014 - 11/30/2014,"$3,568 ",$892 ,11/30/2014,1417305600
1904,412449,11/1/2014 - 11/30/2014,"$2,711 ",$678 ,11/30/2014,1417305600
1905,413076,11/1/2014 - 11/30/2014,"$28,768 ","$7,192 ",11/30/2014,1417305600
1906,412144,11/1/2014 - 11/30/2014,"$26,466 ","$6,616 ",11/30/2014,1417305600
1907,412061,11/1/2014 - 11/30/2014,"$12,682 ","$3,170 ",11/30/2014,1417305600
1908,419150,11/1/2014 - 11/30/2014,"$3,038 ",$760 ,11/30/2014,1417305600
1909,416063,11/1/2014 - 11/30/2014,"$46,684 ","$11,671 ",11/30/2014,1417305600
1910,412155,11/1/2014 - 11/30/2014,"$23,496 ","$5,874 ",11/30/2014,1417305600
1911,416315,11/1/2014 - 11/30/2014,"$26,179 ","$6,545 ",11/30/2014,1417305600
1912,412527,11/1/2014 - 11/30/2014,"$18,981 ","$4,745 ",11/30/2014,1417305600
1913,417385,11/1/2014 - 11/30/2014,"$18,860 ","$4,715 ",11/30/2014,1417305600
1914,413130,11/1/2014 - 11/30/2014,"$14,612 ","$3,653 ",11/30/2014,1417305600
1915,412106,11/1/2014 - 11/30/2014,"$17,514 ","$4,379 ",11/30/2014,1417305600
1916,412688,11/1/2014 - 11/30/2014,"$78,172 ","$19,543 ",11/30/2014,1417305600
1917,412084,11/1/2014 - 11/30/2014,"$67,571 ","$16,893 ",11/30/2014,1417305600
1918,414041,11/1/2014 - 11/30/2014,"$45,299 ","$11,325 ",11/30/2014,1417305600
1919,412109,11/1/2014 - 11/30/2014,"$48,305 ","$12,076 ",11/30/2014,1417305600
1920,412099,11/1/2014 - 11/30/2014,"$6,948 ","$1,737 ",11/30/2014,1417305600
1921,412901,11/1/2014 - 11/30/2014,"$40,671 ","$10,168 ",11/30/2014,1417305600
1922,414323,11/1/2014 - 11/30/2014,"$183,997 ","$45,999 ",11/30/2014,1417305600
1923,412218,11/1/2014 - 11/30/2014,"$3,674 ",$919 ,11/30/2014,1417305600
1924,412969,11/1/2014 - 11/30/2014,"$133,927 ","$33,482 ",11/30/2014,1417305600
1925,412217,11/1/2014 - 11/30/2014,"$138,462 ","$34,616 ",11/30/2014,1417305600
1926,412252,11/1/2014 - 11/30/2014,"$276,138 ","$69,035 ",11/30/2014,1417305600
1927,412104,11/1/2014 - 11/30/2014,"$6,130 ","$1,533 ",11/30/2014,1417305600
1928,413719,11/1/2014 - 11/30/2014,"$10,410 ","$2,602 ",11/30/2014,1417305600
1929,413864,11/1/2014 - 11/30/2014,"$20,213 ","$5,053 ",11/30/2014,1417305600
1930,417585,11/1/2014 - 11/30/2014,"($7,122)","($1,781)",11/30/2014,1417305600
1931,412084,12/1/2014 - 12/31/2014,"$31,756 ","$7,939 ",12/31/2014,1419984000
1932,412079,12/1/2014 - 12/31/2014,"$10,548 ","$2,637 ",12/31/2014,1419984000
1933,412123,12/1/2014 - 12/31/2014,"$3,551 ",$888 ,12/31/2014,1419984000
1934,412107,12/1/2014 - 12/31/2014,"$13,532 ","$3,383 ",12/31/2014,1419984000
1935,412075,12/1/2014 - 12/31/2014,"$26,710 ","$6,678 ",12/31/2014,1419984000
1936,412069,12/1/2014 - 12/31/2014,"$33,516 ","$8,379 ",12/31/2014,1419984000
1937,412217,12/1/2014 - 12/31/2014,"$141,369 ","$35,342 ",12/31/2014,1419984000
1938,412106,12/1/2014 - 12/31/2014,"$18,958 ","$4,739 ",12/31/2014,1419984000
1939,412688,12/1/2014 - 12/31/2014,"$55,339 ","$13,835 ",12/31/2014,1419984000
1940,412585,12/1/2014 - 12/31/2014,"$9,015 ","$2,254 ",12/31/2014,1419984000
1941,412527,12/1/2014 - 12/31/2014,"$10,192 ","$2,548 ",12/31/2014,1419984000
1942,412239,12/1/2014 - 12/31/2014,"$1,428 ",$357 ,12/31/2014,1419984000
1943,412144,12/1/2014 - 12/31/2014,"$16,080 ","$4,020 ",12/31/2014,1419984000
1944,414323,12/1/2014 - 12/31/2014,"$49,216 ","$12,304 ",12/31/2014,1419984000
1945,412135,12/1/2014 - 12/31/2014,"$133,418 ","$33,354 ",12/31/2014,1419984000
1946,412233,12/1/2014 - 12/31/2014,"$13,100 ","$3,275 ",12/31/2014,1419984000
1947,412053,12/1/2014 - 12/31/2014,"$124,679 ","$31,170 ",12/31/2014,1419984000
1948,415998,12/1/2014 - 12/31/2014,"$34,910 ","$8,728 ",12/31/2014,1419984000
1949,413038,12/1/2014 - 12/31/2014,"$47,462 ","$11,866 ",12/31/2014,1419984000
1950,417794,12/1/2014 - 12/31/2014,"$46,260 ","$11,565 ",12/31/2014,1419984000
1951,412618,12/1/2014 - 12/31/2014,"$123,885 ","$30,971 ",12/31/2014,1419984000
1952,412943,12/1/2014 - 12/31/2014,"$10,233 ","$2,558 ",12/31/2014,1419984000
1953,412213,12/1/2014 - 12/31/2014,"$7,744 ","$1,936 ",12/31/2014,1419984000
1954,412218,12/1/2014 - 12/31/2014,"$9,047 ","$2,262 ",12/31/2014,1419984000
1955,412118,12/1/2014 - 12/31/2014,"$63,873 ","$15,968 ",12/31/2014,1419984000
1956,414041,12/1/2014 - 12/31/2014,"$80,420 ","$20,105 ",12/31/2014,1419984000
1957,412044,12/1/2014 - 12/31/2014,"$6,384 ","$1,596 ",12/31/2014,1419984000
1958,412609,12/1/2014 - 12/31/2014,"$16,623 ","$4,156 ",12/31/2014,1419984000
1959,414905,12/1/2014 - 12/31/2014,"$9,663 ","$2,416 ",12/31/2014,1419984000
1960,412337,12/1/2014 - 12/31/2014,"$16,398 ","$4,100 ",12/31/2014,1419984000
1961,412759,12/1/2014 - 12/31/2014,"$179,254 ","$44,813 ",12/31/2014,1419984000
1962,417526,12/1/2014 - 12/31/2014,"$23,167 ","$5,792 ",12/31/2014,1419984000
1963,413076,12/1/2014 - 12/31/2014,"$35,518 ","$8,880 ",12/31/2014,1419984000
1964,412149,12/1/2014 - 12/31/2014,"$239,179 ","$59,795 ",12/31/2014,1419984000
1965,412593,12/1/2014 - 12/31/2014,$600 ,$150 ,12/31/2014,1419984000
1966,413943,12/1/2014 - 12/31/2014,"$71,773 ","$17,943 ",12/31/2014,1419984000
1967,412352,12/1/2014 - 12/31/2014,"$13,656 ","$3,414 ",12/31/2014,1419984000
1968,412373,12/1/2014 - 12/31/2014,"$2,555 ",$639 ,12/31/2014,1419984000
1969,412154,12/1/2014 - 12/31/2014,"$11,170 ","$2,793 ",12/31/2014,1419984000
1970,412616,12/1/2014 - 12/31/2014,"$51,707 ","$12,927 ",12/31/2014,1419984000
1971,412063,12/1/2014 - 12/31/2014,"$17,904 ","$4,476 ",12/31/2014,1419984000
1972,412567,12/1/2014 - 12/31/2014,"$5,241 ","$1,310 ",12/31/2014,1419984000
1973,412099,12/1/2014 - 12/31/2014,"$10,113 ","$2,528 ",12/31/2014,1419984000
1974,412681,12/1/2014 - 12/31/2014,"$17,802 ","$4,450 ",12/31/2014,1419984000
1975,412282,12/1/2014 - 12/31/2014,"$4,744 ","$1,186 ",12/31/2014,1419984000
1976,412570,12/1/2014 - 12/31/2014,"$2,692 ",$673 ,12/31/2014,1419984000
1977,412104,12/1/2014 - 12/31/2014,"$15,361 ","$3,840 ",12/31/2014,1419984000
1978,412762,12/1/2014 - 12/31/2014,"$29,064 ","$7,266 ",12/31/2014,1419984000
1979,416125,12/1/2014 - 12/31/2014,"$4,482 ","$1,120 ",12/31/2014,1419984000
1980,412426,12/1/2014 - 12/31/2014,"$11,077 ","$2,769 ",12/31/2014,1419984000
1981,412148,12/1/2014 - 12/31/2014,"$37,425 ","$9,356 ",12/31/2014,1419984000
1982,412449,12/1/2014 - 12/31/2014,"$1,188 ",$297 ,12/31/2014,1419984000
1983,412273,12/1/2014 - 12/31/2014,"$104,639 ","$26,160 ",12/31/2014,1419984000
1984,412240,12/1/2014 - 12/31/2014,"$36,212 ","$9,053 ",12/31/2014,1419984000
1985,416843,12/1/2014 - 12/31/2014,"$33,862 ","$8,466 ",12/31/2014,1419984000
1986,412403,12/1/2014 - 12/31/2014,"$13,609 ","$3,402 ",12/31/2014,1419984000
1987,412249,12/1/2014 - 12/31/2014,"$73,368 ","$18,342 ",12/31/2014,1419984000
1988,412409,12/1/2014 - 12/31/2014,"$22,657 ","$5,664 ",12/31/2014,1419984000
1989,413324,12/1/2014 - 12/31/2014,"$8,530 ","$2,133 ",12/31/2014,1419984000
1990,412155,12/1/2014 - 12/31/2014,"$32,044 ","$8,011 ",12/31/2014,1419984000
1991,413179,12/1/2014 - 12/31/2014,"$33,241 ","$8,310 ",12/31/2014,1419984000
1992,412311,12/1/2014 - 12/31/2014,"$13,072 ","$3,268 ",12/31/2014,1419984000
1993,412402,12/1/2014 - 12/31/2014,"$44,860 ","$11,215 ",12/31/2014,1419984000
1994,412060,12/1/2014 - 12/31/2014,"$9,074 ","$2,269 ",12/31/2014,1419984000
1995,415707,12/1/2014 - 12/31/2014,"$34,010 ","$8,503 ",12/31/2014,1419984000
1996,415783,12/1/2014 - 12/31/2014,"$15,640 ","$3,910 ",12/31/2014,1419984000
1997,412653,12/1/2014 - 12/31/2014,"$5,503 ","$1,376 ",12/31/2014,1419984000
1998,412969,12/1/2014 - 12/31/2014,"$44,519 ","$11,130 ",12/31/2014,1419984000
1999,415762,12/1/2014 - 12/31/2014,"$49,535 ","$12,384 ",12/31/2014,1419984000
2000,412299,12/1/2014 - 12/31/2014,"$33,381 ","$8,345 ",12/31/2014,1419984000
2001,417525,12/1/2014 - 12/31/2014,"$4,781 ","$1,195 ",12/31/2014,1419984000
2002,412729,12/1/2014 - 12/31/2014,$820 ,$205 ,12/31/2014,1419984000
2003,412169,12/1/2014 - 12/31/2014,"$2,744 ",$686 ,12/31/2014,1419984000
2004,417157,12/1/2014 - 12/31/2014,"$1,042 ",$261 ,12/31/2014,1419984000
2005,413123,12/1/2014 - 12/31/2014,"$1,568 ",$392 ,12/31/2014,1419984000
2006,417623,12/1/2014 - 12/31/2014,"$14,480 ","$3,620 ",12/31/2014,1419984000
2007,412672,12/1/2014 - 12/31/2014,"$91,510 ","$22,877 ",12/31/2014,1419984000
2008,415695,12/1/2014 - 12/31/2014,"$7,159 ","$1,790 ",12/31/2014,1419984000
2009,412686,12/1/2014 - 12/31/2014,"$11,885 ","$2,971 ",12/31/2014,1419984000
2010,412295,12/1/2014 - 12/31/2014,"$26,502 ","$6,625 ",12/31/2014,1419984000
2011,412304,12/1/2014 - 12/31/2014,"$7,006 ","$1,751 ",12/31/2014,1419984000
2012,412601,12/1/2014 - 12/31/2014,"$8,648 ","$2,162 ",12/31/2014,1419984000
2013,412236,12/1/2014 - 12/31/2014,"$52,970 ","$13,243 ",12/31/2014,1419984000
2014,412077,12/1/2014 - 12/31/2014,"$36,624 ","$9,156 ",12/31/2014,1419984000
2015,415691,12/1/2014 - 12/31/2014,"$15,636 ","$3,909 ",12/31/2014,1419984000
2016,413078,12/1/2014 - 12/31/2014,"$51,137 ","$12,784 ",12/31/2014,1419984000
2017,412901,12/1/2014 - 12/31/2014,"$73,113 ","$18,278 ",12/31/2014,1419984000
2018,416548,12/1/2014 - 12/31/2014,"$19,632 ","$4,908 ",12/31/2014,1419984000
2019,417385,12/1/2014 - 12/31/2014,"$7,992 ","$1,998 ",12/31/2014,1419984000
2020,412252,12/1/2014 - 12/31/2014,"$380,955 ","$95,239 ",12/31/2014,1419984000
2021,412792,12/1/2014 - 12/31/2014,"$246,283 ","$61,571 ",12/31/2014,1419984000
2022,412617,12/1/2014 - 12/31/2014,"$16,537 ","$4,134 ",12/31/2014,1419984000
2023,415914,12/1/2014 - 12/31/2014,"$35,518 ","$8,879 ",12/31/2014,1419984000
2024,412082,12/1/2014 - 12/31/2014,"$8,356 ","$2,089 ",12/31/2014,1419984000
2025,415700,12/1/2014 - 12/31/2014,"$18,292 ","$4,573 ",12/31/2014,1419984000
2026,412109,12/1/2014 - 12/31/2014,"$8,969 ","$2,242 ",12/31/2014,1419984000
2027,412648,12/1/2014 - 12/31/2014,"$10,679 ","$2,670 ",12/31/2014,1419984000
2028,416315,12/1/2014 - 12/31/2014,"$57,511 ","$14,378 ",12/31/2014,1419984000
2029,412208,12/1/2014 - 12/31/2014,"$23,930 ","$5,983 ",12/31/2014,1419984000
2030,412242,12/1/2014 - 12/31/2014,"$56,139 ","$14,035 ",12/31/2014,1419984000
2031,416746,12/1/2014 - 12/31/2014,"$11,125 ","$2,781 ",12/31/2014,1419984000
2032,416231,12/1/2014 - 12/31/2014,"$5,225 ","$1,306 ",12/31/2014,1419984000
2033,412645,12/1/2014 - 12/31/2014,"$2,520 ",$630 ,12/31/2014,1419984000
2034,412061,12/1/2014 - 12/31/2014,"$22,722 ","$5,681 ",12/31/2014,1419984000
2035,413377,12/1/2014 - 12/31/2014,"$4,544 ","$1,136 ",12/31/2014,1419984000
2036,413287,12/1/2014 - 12/31/2014,"$48,681 ","$12,170 ",12/31/2014,1419984000
2037,413719,12/1/2014 - 12/31/2014,"$37,949 ","$9,487 ",12/31/2014,1419984000
2038,413864,12/1/2014 - 12/31/2014,"$31,528 ","$7,882 ",12/31/2014,1419984000
2039,416562,12/1/2014 - 12/31/2014,"$12,776 ","$3,194 ",12/31/2014,1419984000
2040,413706,12/1/2014 - 12/31/2014,"$8,450 ","$2,113 ",12/31/2014,1419984000
2041,416063,12/1/2014 - 12/31/2014,"$38,355 ","$9,589 ",12/31/2014,1419984000
2042,415680,12/1/2014 - 12/31/2014,"$6,869 ","$1,717 ",12/31/2014,1419984000
2043,413021,12/1/2014 - 12/31/2014,"$31,221 ","$7,805 ",12/31/2014,1419984000
2044,413718,12/1/2014 - 12/31/2014,"$68,049 ","$17,012 ",12/31/2014,1419984000
2045,416859,12/1/2014 - 12/31/2014,"$41,348 ","$10,337 ",12/31/2014,1419984000
2046,417950,12/1/2014 - 12/31/2014,"$9,242 ","$2,311 ",12/31/2014,1419984000
2047,415726,12/1/2014 - 12/31/2014,"$5,665 ","$1,416 ",12/31/2014,1419984000
2048,412566,12/1/2014 - 12/31/2014,"$2,939 ",$735 ,12/31/2014,1419984000
2049,413209,12/1/2014 - 12/31/2014,"$2,340 ",$585 ,12/31/2014,1419984000
2050,416539,12/1/2014 - 12/31/2014,"$2,136 ",$534 ,12/31/2014,1419984000
2051,412866,12/1/2014 - 12/31/2014,"$30,726 ","$7,681 ",12/31/2014,1419984000
2052,414462,12/1/2014 - 12/31/2014,"$103,587 ","$25,897 ",12/31/2014,1419984000
2053,413281,12/1/2014 - 12/31/2014,"$29,971 ","$7,493 ",12/31/2014,1419984000
2054,412819,12/1/2014 - 12/31/2014,"$6,998 ","$1,750 ",12/31/2014,1419984000
2055,413130,12/1/2014 - 12/31/2014,"$20,135 ","$5,034 ",12/31/2014,1419984000
2056,416804,12/1/2014 - 12/31/2014,"$3,930 ",$983 ,12/31/2014,1419984000
2057,417571,12/1/2014 - 12/31/2014,"$15,628 ","$3,907 ",12/31/2014,1419984000
2058,413652,12/1/2014 - 12/31/2014,"$26,430 ","$6,608 ",12/31/2014,1419984000
2059,412692,12/1/2014 - 12/31/2014,"$2,849 ",$712 ,12/31/2014,1419984000
2060,412784,12/1/2014 - 12/31/2014,"$16,209 ","$4,052 ",12/31/2014,1419984000
2061,415822,12/1/2014 - 12/31/2014,"$12,820 ","$3,205 ",12/31/2014,1419984000
2062,413135,12/1/2014 - 12/31/2014,"$16,982 ","$4,245 ",12/31/2014,1419984000
2063,416606,12/1/2014 - 12/31/2014,"$71,169 ","$17,792 ",12/31/2014,1419984000
2064,418408,12/1/2014 - 12/31/2014,$420 ,$105 ,12/31/2014,1419984000
2065,417460,12/1/2014 - 12/31/2014,"$51,328 ","$12,832 ",12/31/2014,1419984000
2066,412720,12/1/2014 - 12/31/2014,"$51,501 ","$12,875 ",12/31/2014,1419984000
2067,415697,12/1/2014 - 12/31/2014,"$20,872 ","$5,218 ",12/31/2014,1419984000
2068,412724,12/1/2014 - 12/31/2014,"$110,786 ","$27,697 ",12/31/2014,1419984000
2069,412679,12/1/2014 - 12/31/2014,"$15,423 ","$3,856 ",12/31/2014,1419984000
2070,416155,12/1/2014 - 12/31/2014,"$6,506 ","$1,627 ",12/31/2014,1419984000
2071,412681,1/1/2015 - 1/31/2015,"$8,947 ","$2,237 ",1/31/2015,1422662400
2072,412593,1/1/2015 - 1/31/2015,"$5,522 ","$1,381 ",1/31/2015,1422662400
2073,417698,1/1/2015 - 1/31/2015,"$37,986 ","$9,497 ",1/31/2015,1422662400
2074,412282,1/1/2015 - 1/31/2015,"$3,312 ",$828 ,1/31/2015,1422662400
2075,412169,1/1/2015 - 1/31/2015,"$19,539 ","$4,885 ",1/31/2015,1422662400
2076,412609,1/1/2015 - 1/31/2015,"$16,924 ","$4,231 ",1/31/2015,1422662400
2077,417794,1/1/2015 - 1/31/2015,"$3,150 ",$788 ,1/31/2015,1422662400
2078,412601,1/1/2015 - 1/31/2015,"$2,647 ",$662 ,1/31/2015,1422662400
2079,412154,1/1/2015 - 1/31/2015,"$7,286 ","$1,822 ",1/31/2015,1422662400
2080,412337,1/1/2015 - 1/31/2015,"$13,330 ","$3,333 ",1/31/2015,1422662400
2081,412402,1/1/2015 - 1/31/2015,"$51,735 ","$12,934 ",1/31/2015,1422662400
2082,416406,1/1/2015 - 1/31/2015,"$21,081 ","$5,270 ",1/31/2015,1422662400
2083,412229,1/1/2015 - 1/31/2015,"$4,940 ","$1,235 ",1/31/2015,1422662400
2084,412311,1/1/2015 - 1/31/2015,"$32,159 ","$8,040 ",1/31/2015,1422662400
2085,415971,1/1/2015 - 1/31/2015,"$3,133 ",$783 ,1/31/2015,1422662400
2086,412053,1/1/2015 - 1/31/2015,"$111,501 ","$27,875 ",1/31/2015,1422662400
2087,412135,1/1/2015 - 1/31/2015,"$57,605 ","$14,401 ",1/31/2015,1422662400
2088,415707,1/1/2015 - 1/31/2015,"$63,141 ","$15,785 ",1/31/2015,1422662400
2089,412819,1/1/2015 - 1/31/2015,"$9,645 ","$2,411 ",1/31/2015,1422662400
2090,416551,1/1/2015 - 1/31/2015,"$1,950 ",$488 ,1/31/2015,1422662400
2091,412808,1/1/2015 - 1/31/2015,"$6,910 ","$1,728 ",1/31/2015,1422662400
2092,412149,1/1/2015 - 1/31/2015,"$351,364 ","$87,841 ",1/31/2015,1422662400
2093,412232,1/1/2015 - 1/31/2015,$0.24 ,$0.06 ,1/31/2015,1422662400
2094,415680,1/1/2015 - 1/31/2015,"$6,518 ","$1,630 ",1/31/2015,1422662400
2095,414905,1/1/2015 - 1/31/2015,"$1,721 ",$430 ,1/31/2015,1422662400
2096,412762,1/1/2015 - 1/31/2015,"$15,687 ","$3,922 ",1/31/2015,1422662400
2097,412784,1/1/2015 - 1/31/2015,"$32,172 ","$8,043 ",1/31/2015,1422662400
2098,417157,1/1/2015 - 1/31/2015,$600 ,$150 ,1/31/2015,1422662400
2099,412144,1/1/2015 - 1/31/2015,"$20,265 ","$5,066 ",1/31/2015,1422662400
2100,412073,1/1/2015 - 1/31/2015,"$2,820 ",$705 ,1/31/2015,1422662400
2101,413038,1/1/2015 - 1/31/2015,"$54,209 ","$13,552 ",1/31/2015,1422662400
2102,412943,1/1/2015 - 1/31/2015,"$5,736 ","$1,434 ",1/31/2015,1422662400
2103,416125,1/1/2015 - 1/31/2015,"$31,573 ","$7,893 ",1/31/2015,1422662400
2104,412075,1/1/2015 - 1/31/2015,"$37,341 ","$9,335 ",1/31/2015,1422662400
2105,412069,1/1/2015 - 1/31/2015,"$32,587 ","$8,147 ",1/31/2015,1422662400
2106,412079,1/1/2015 - 1/31/2015,"$13,611 ","$3,403 ",1/31/2015,1422662400
2107,413943,1/1/2015 - 1/31/2015,"$48,120 ","$12,030 ",1/31/2015,1422662400
2108,412078,1/1/2015 - 1/31/2015,$300 ,$75 ,1/31/2015,1422662400
2109,413209,1/1/2015 - 1/31/2015,"$5,134 ","$1,284 ",1/31/2015,1422662400
2110,412118,1/1/2015 - 1/31/2015,"$6,704 ","$1,676 ",1/31/2015,1422662400
2111,413135,1/1/2015 - 1/31/2015,"$21,124 ","$5,281 ",1/31/2015,1422662400
2112,412942,1/1/2015 - 1/31/2015,"$9,465 ","$2,366 ",1/31/2015,1422662400
2113,412063,1/1/2015 - 1/31/2015,"$7,755 ","$1,939 ",1/31/2015,1422662400
2114,412570,1/1/2015 - 1/31/2015,"$2,466 ",$617 ,1/31/2015,1422662400
2115,412618,1/1/2015 - 1/31/2015,"$129,276 ","$32,319 ",1/31/2015,1422662400
2116,412240,1/1/2015 - 1/31/2015,"$73,008 ","$18,252 ",1/31/2015,1422662400
2117,412616,1/1/2015 - 1/31/2015,"$14,242 ","$3,560 ",1/31/2015,1422662400
2118,412645,1/1/2015 - 1/31/2015,"$2,850 ",$713 ,1/31/2015,1422662400
2119,412653,1/1/2015 - 1/31/2015,"$3,687 ",$922 ,1/31/2015,1422662400
2120,413123,1/1/2015 - 1/31/2015,"$6,846 ","$1,711 ",1/31/2015,1422662400
2121,412567,1/1/2015 - 1/31/2015,"$24,198 ","$6,049 ",1/31/2015,1422662400
2122,412624,1/1/2015 - 1/31/2015,"$3,432 ",$858 ,1/31/2015,1422662400
2123,412299,1/1/2015 - 1/31/2015,"$34,781 ","$8,695 ",1/31/2015,1422662400
2124,416804,1/1/2015 - 1/31/2015,"$10,520 ","$2,630 ",1/31/2015,1422662400
2125,415783,1/1/2015 - 1/31/2015,"$11,947 ","$2,987 ",1/31/2015,1422662400
2126,415762,1/1/2015 - 1/31/2015,"$43,675 ","$10,919 ",1/31/2015,1422662400
2127,416562,1/1/2015 - 1/31/2015,"$9,561 ","$2,390 ",1/31/2015,1422662400
2128,416539,1/1/2015 - 1/31/2015,"$2,682 ",$671 ,1/31/2015,1422662400
2129,412096,1/1/2015 - 1/31/2015,"$9,330 ","$2,333 ",1/31/2015,1422662400
2130,416544,1/1/2015 - 1/31/2015,"$6,113 ","$1,528 ",1/31/2015,1422662400
2131,412148,1/1/2015 - 1/31/2015,"$34,463 ","$8,616 ",1/31/2015,1422662400
2132,412426,1/1/2015 - 1/31/2015,"$8,160 ","$2,040 ",1/31/2015,1422662400
2133,415695,1/1/2015 - 1/31/2015,"$2,600 ",$650 ,1/31/2015,1422662400
2134,412273,1/1/2015 - 1/31/2015,"$130,960 ","$32,740 ",1/31/2015,1422662400
2135,416606,1/1/2015 - 1/31/2015,"$45,636 ","$11,409 ",1/31/2015,1422662400
2136,412686,1/1/2015 - 1/31/2015,"$3,324 ",$831 ,1/31/2015,1422662400
2137,412295,1/1/2015 - 1/31/2015,"$38,030 ","$9,507 ",1/31/2015,1422662400
2138,412785,1/1/2015 - 1/31/2015,"$6,862 ","$1,716 ",1/31/2015,1422662400
2139,412720,1/1/2015 - 1/31/2015,"$122,229 ","$30,557 ",1/31/2015,1422662400
2140,412233,1/1/2015 - 1/31/2015,"$2,223 ",$556 ,1/31/2015,1422662400
2141,412648,1/1/2015 - 1/31/2015,"$14,924 ","$3,731 ",1/31/2015,1422662400
2142,415691,1/1/2015 - 1/31/2015,"$10,442 ","$2,611 ",1/31/2015,1422662400
2143,412077,1/1/2015 - 1/31/2015,"$34,764 ","$8,691 ",1/31/2015,1422662400
2144,412759,1/1/2015 - 1/31/2015,"$155,114 ","$38,778 ",1/31/2015,1422662400
2145,418408,1/1/2015 - 1/31/2015,"$1,275 ",$319 ,1/31/2015,1422662400
2146,412617,1/1/2015 - 1/31/2015,"$15,958 ","$3,990 ",1/31/2015,1422662400
2147,416548,1/1/2015 - 1/31/2015,"$11,345 ","$2,836 ",1/31/2015,1422662400
2148,412792,1/1/2015 - 1/31/2015,"$230,541 ","$57,635 ",1/31/2015,1422662400
2149,412672,1/1/2015 - 1/31/2015,"$74,074 ","$18,519 ",1/31/2015,1422662400
2150,412141,1/1/2015 - 1/31/2015,"$5,594 ","$1,399 ",1/31/2015,1422662400
2151,412304,1/1/2015 - 1/31/2015,"$15,353 ","$3,838 ",1/31/2015,1422662400
2152,412242,1/1/2015 - 1/31/2015,"$45,672 ","$11,418 ",1/31/2015,1422662400
