,License_Number,Reporting Period, Total_Sales , Excise_Tax_Due ,Sales_Booked,Sales_Booked_Timestamp
5176,415314,11/1/2014 - 11/30/2014,"$117,489 ","$29,372 ",11/30/2014,1417305600
5177,415206,11/1/2014 - 11/30/2014,"$13,322 ","$3,331 ",11/30/2014,1417305600
5178,415037,11/1/2014 - 11/30/2014,"$72,292 ","$18,073 ",11/30/2014,1417305600
5179,414060,11/1/2014 - 11/30/2014,"$67,515 ","$16,879 ",11/30/2014,1417305600
5180,413544,11/1/2014 - 11/30/2014,"$76,767 ","$19,192 ",11/30/2014,1417305600
5181,412494,11/1/2014 - 11/30/2014,"$15,761 ","$3,940 ",11/30/2014,1417305600
5182,417511,11/1/2014 - 11/30/2014,"$30,910 ","$7,728 ",11/30/2014,1417305600
5183,414817,11/1/2014 - 11/30/2014,"$73,224 ","$18,306 ",11/30/2014,1417305600
5184,415410,11/1/2014 - 11/30/2014,"$22,994 ","$5,749 ",11/30/2014,1417305600
5185,414243,11/1/2014 - 11/30/2014,"$9,206 ","$2,302 ",11/30/2014,1417305600
5186,413980,11/1/2014 - 11/30/2014,"$117,968 ","$29,492 ",11/30/2014,1417305600
5187,414970,11/1/2014 - 11/30/2014,"$54,922 ","$13,730 ",11/30/2014,1417305600
5188,413366,11/1/2014 - 11/30/2014,"$29,646 ","$7,412 ",11/30/2014,1417305600
5189,413819,11/1/2014 - 11/30/2014,"$257,288 ","$64,322 ",11/30/2014,1417305600
5190,415083,11/1/2014 - 11/30/2014,"$73,138 ","$18,284 ",11/30/2014,1417305600
5191,414889,11/1/2014 - 11/30/2014,"$99,189 ","$24,797 ",11/30/2014,1417305600
5192,413530,11/1/2014 - 11/30/2014,"$8,828 ","$2,207 ",11/30/2014,1417305600
5193,413347,11/1/2014 - 11/30/2014,"$236,900 ","$59,225 ",11/30/2014,1417305600
5194,415112,11/1/2014 - 11/30/2014,"$144,646 ","$36,162 ",11/30/2014,1417305600
5195,414295,11/1/2014 - 11/30/2014,"$114,960 ","$28,740 ",11/30/2014,1417305600
5196,413940,11/1/2014 - 11/30/2014,"$28,437 ","$7,109 ",11/30/2014,1417305600
5197,353260,11/1/2014 - 11/30/2014,"$90,240 ","$22,560 ",11/30/2014,1417305600
5198,413372,11/1/2014 - 11/30/2014,"$330,324 ","$82,581 ",11/30/2014,1417305600
5199,415662,11/1/2014 - 11/30/2014,"$71,779 ","$17,945 ",11/30/2014,1417305600
5200,414418,11/1/2014 - 11/30/2014,"$14,458 ","$3,614 ",11/30/2014,1417305600
5201,415229,11/1/2014 - 11/30/2014,"$137,966 ","$34,492 ",11/30/2014,1417305600
5202,414574,11/1/2014 - 11/30/2014,"$61,786 ","$15,447 ",11/30/2014,1417305600
5203,413414,11/1/2014 - 11/30/2014,"$70,149 ","$17,537 ",11/30/2014,1417305600
5204,413732,11/1/2014 - 11/30/2014,"$831,488 ","$207,872 ",11/30/2014,1417305600
5205,415130,11/1/2014 - 11/30/2014,"$146,885 ","$36,721 ",11/30/2014,1417305600
5206,414876,11/1/2014 - 11/30/2014,"$207,575 ","$51,894 ",11/30/2014,1417305600
5207,413843,11/1/2014 - 11/30/2014,"$104,826 ","$26,206 ",11/30/2014,1417305600
5208,413801,11/1/2014 - 11/30/2014,"$29,011 ","$7,253 ",11/30/2014,1417305600
5209,400209,11/1/2014 - 11/30/2014,"$12,148 ","$3,037 ",11/30/2014,1417305600
5210,414417,11/1/2014 - 11/30/2014,"$479,598 ","$119,899 ",11/30/2014,1417305600
5211,415526,11/1/2014 - 11/30/2014,"$27,267 ","$6,817 ",11/30/2014,1417305600
5212,415470,11/1/2014 - 11/30/2014,"$110,157 ","$27,539 ",11/30/2014,1417305600
5213,413762,11/1/2014 - 11/30/2014,"$41,272 ","$10,318 ",11/30/2014,1417305600
5214,412466,11/1/2014 - 11/30/2014,"$48,909 ","$12,227 ",11/30/2014,1417305600
5215,415325,11/1/2014 - 11/30/2014,"$18,866 ","$4,717 ",11/30/2014,1417305600
5216,413700,11/1/2014 - 11/30/2014,"$18,863 ","$4,716 ",11/30/2014,1417305600
5217,413374,11/1/2014 - 11/30/2014,"$16,516 ","$4,129 ",11/30/2014,1417305600
5218,415575,11/1/2014 - 11/30/2014,"$66,267 ","$16,567 ",11/30/2014,1417305600
5219,412495,11/1/2014 - 11/30/2014,"$39,872 ","$9,968 ",11/30/2014,1417305600
5220,414430,11/1/2014 - 11/30/2014,"$72,055 ","$18,014 ",11/30/2014,1417305600
5221,412370,11/1/2014 - 11/30/2014,"$81,710 ","$20,428 ",11/30/2014,1417305600
5222,413886,11/1/2014 - 11/30/2014,"$83,957 ","$20,989 ",11/30/2014,1417305600
5223,413358,11/1/2014 - 11/30/2014,"$230,423 ","$57,606 ",11/30/2014,1417305600
5224,413739,11/1/2014 - 11/30/2014,"$223,430 ","$55,857 ",11/30/2014,1417305600
5225,414664,11/1/2014 - 11/30/2014,"$159,846 ","$39,962 ",11/30/2014,1417305600
5226,413596,11/1/2014 - 11/30/2014,"$85,047 ","$21,262 ",11/30/2014,1417305600
5227,413683,11/1/2014 - 11/30/2014,"$587,302 ","$146,825 ",11/30/2014,1417305600
5228,414256,11/1/2014 - 11/30/2014,"$84,487 ","$21,122 ",11/30/2014,1417305600
5229,414225,11/1/2014 - 11/30/2014,"$208,680 ","$52,170 ",11/30/2014,1417305600
5230,414292,11/1/2014 - 11/30/2014,"$3,848 ",$962 ,11/30/2014,1417305600
5231,414983,11/1/2014 - 11/30/2014,"$106,287 ","$26,572 ",11/30/2014,1417305600
5232,415361,11/1/2014 - 11/30/2014,"$5,528 ","$1,382 ",11/30/2014,1417305600
5233,410798,11/1/2014 - 11/30/2014,"$128,941 ","$32,235 ",11/30/2014,1417305600
5234,413314,11/1/2014 - 11/30/2014,"$54,904 ","$13,726 ",11/30/2014,1417305600
5235,414520,11/1/2014 - 11/30/2014,"$65,070 ","$16,267 ",11/30/2014,1417305600
5236,413319,11/1/2014 - 11/30/2014,"$632,164 ","$158,041 ",11/30/2014,1417305600
5237,412921,11/1/2014 - 11/30/2014,"$27,349 ","$6,837 ",11/30/2014,1417305600
5238,413558,11/1/2014 - 11/30/2014,"$79,807 ","$19,952 ",11/30/2014,1417305600
5239,413481,11/1/2014 - 11/30/2014,"$94,993 ","$23,748 ",11/30/2014,1417305600
5240,415243,11/1/2014 - 11/30/2014,"$13,355 ","$3,339 ",11/30/2014,1417305600
5241,414533,12/1/2014 - 12/31/2014,"$701,188 ","$175,297 ",12/31/2014,1419984000
5242,414550,12/1/2014 - 12/31/2014,"$12,069 ","$3,017 ",12/31/2014,1419984000
5243,414680,12/1/2014 - 12/31/2014,"$20,998 ","$5,249 ",12/31/2014,1419984000
5244,414755,12/1/2014 - 12/31/2014,"$38,114 ","$9,529 ",12/31/2014,1419984000
5245,414569,12/1/2014 - 12/31/2014,"$80,861 ","$20,215 ",12/31/2014,1419984000
5246,414785,12/1/2014 - 12/31/2014,"$286,084 ","$71,521 ",12/31/2014,1419984000
5247,413773,12/1/2014 - 12/31/2014,"$36,063 ","$9,016 ",12/31/2014,1419984000
5248,414723,12/1/2014 - 12/31/2014,"$424,435 ","$106,109 ",12/31/2014,1419984000
5249,413541,12/1/2014 - 12/31/2014,"$23,324 ","$5,831 ",12/31/2014,1419984000
5250,414250,12/1/2014 - 12/31/2014,"$22,682 ","$5,670 ",12/31/2014,1419984000
5251,413803,12/1/2014 - 12/31/2014,"$15,428 ","$3,857 ",12/31/2014,1419984000
5252,414963,12/1/2014 - 12/31/2014,"$8,358 ","$2,089 ",12/31/2014,1419984000
5253,413369,12/1/2014 - 12/31/2014,"$6,635 ","$1,659 ",12/31/2014,1419984000
5254,415001,12/1/2014 - 12/31/2014,"$37,779 ","$9,445 ",12/31/2014,1419984000
5255,413586,12/1/2014 - 12/31/2014,$236 ,$59 ,12/31/2014,1419984000
5256,414280,12/1/2014 - 12/31/2014,"$82,875 ","$20,719 ",12/31/2014,1419984000
5257,413600,12/1/2014 - 12/31/2014,"$6,760 ","$1,690 ",12/31/2014,1419984000
5258,412066,12/1/2014 - 12/31/2014,"$35,148 ","$8,787 ",12/31/2014,1419984000
5259,415094,12/1/2014 - 12/31/2014,"$91,006 ","$22,751 ",12/31/2014,1419984000
5260,415314,12/1/2014 - 12/31/2014,"$143,603 ","$35,901 ",12/31/2014,1419984000
5261,415206,12/1/2014 - 12/31/2014,"$19,768 ","$4,942 ",12/31/2014,1419984000
5262,415037,12/1/2014 - 12/31/2014,"$98,401 ","$24,600 ",12/31/2014,1419984000
5263,414902,12/1/2014 - 12/31/2014,"$21,175 ","$5,294 ",12/31/2014,1419984000
5264,414060,12/1/2014 - 12/31/2014,"$78,638 ","$19,660 ",12/31/2014,1419984000
5265,413544,12/1/2014 - 12/31/2014,"$81,563 ","$20,391 ",12/31/2014,1419984000
5266,412494,12/1/2014 - 12/31/2014,"$59,843 ","$14,961 ",12/31/2014,1419984000
5267,417511,12/1/2014 - 12/31/2014,"$38,211 ","$9,553 ",12/31/2014,1419984000
5268,414817,12/1/2014 - 12/31/2014,"$103,327 ","$25,832 ",12/31/2014,1419984000
5269,415410,12/1/2014 - 12/31/2014,"$41,897 ","$10,474 ",12/31/2014,1419984000
5270,414243,12/1/2014 - 12/31/2014,"$38,073 ","$9,518 ",12/31/2014,1419984000
5271,413980,12/1/2014 - 12/31/2014,"$142,693 ","$35,673 ",12/31/2014,1419984000
5272,414970,12/1/2014 - 12/31/2014,"$109,044 ","$27,261 ",12/31/2014,1419984000
5273,413366,12/1/2014 - 12/31/2014,"$48,662 ","$12,166 ",12/31/2014,1419984000
5274,413819,12/1/2014 - 12/31/2014,"$305,905 ","$76,476 ",12/31/2014,1419984000
5275,415083,12/1/2014 - 12/31/2014,"$91,835 ","$22,959 ",12/31/2014,1419984000
5276,414889,12/1/2014 - 12/31/2014,"$100,329 ","$25,082 ",12/31/2014,1419984000
5277,413530,12/1/2014 - 12/31/2014,"$10,341 ","$2,585 ",12/31/2014,1419984000
5278,413347,12/1/2014 - 12/31/2014,"$250,277 ","$62,569 ",12/31/2014,1419984000
5279,415112,12/1/2014 - 12/31/2014,"$162,946 ","$40,736 ",12/31/2014,1419984000
5280,414295,12/1/2014 - 12/31/2014,"$218,092 ","$54,523 ",12/31/2014,1419984000
5281,413940,12/1/2014 - 12/31/2014,"$50,375 ","$12,594 ",12/31/2014,1419984000
5282,353260,12/1/2014 - 12/31/2014,"$116,522 ","$29,131 ",12/31/2014,1419984000
5283,413372,12/1/2014 - 12/31/2014,"$433,040 ","$108,260 ",12/31/2014,1419984000
5284,415662,12/1/2014 - 12/31/2014,"$76,908 ","$19,227 ",12/31/2014,1419984000
5285,414418,12/1/2014 - 12/31/2014,"$21,080 ","$5,270 ",12/31/2014,1419984000
5286,415229,12/1/2014 - 12/31/2014,"$168,401 ","$42,100 ",12/31/2014,1419984000
5287,414574,12/1/2014 - 12/31/2014,"$70,032 ","$17,508 ",12/31/2014,1419984000
5288,413414,12/1/2014 - 12/31/2014,"$84,021 ","$21,005 ",12/31/2014,1419984000
5289,413732,12/1/2014 - 12/31/2014,"$975,230 ","$243,807 ",12/31/2014,1419984000
5290,415130,12/1/2014 - 12/31/2014,"$169,772 ","$42,443 ",12/31/2014,1419984000
5291,414876,12/1/2014 - 12/31/2014,"$295,614 ","$73,904 ",12/31/2014,1419984000
5292,413843,12/1/2014 - 12/31/2014,"$164,675 ","$41,169 ",12/31/2014,1419984000
5293,413901,12/1/2014 - 12/31/2014,"$38,760 ","$9,690 ",12/31/2014,1419984000
5294,413801,12/1/2014 - 12/31/2014,"$37,365 ","$9,341 ",12/31/2014,1419984000
5295,400209,12/1/2014 - 12/31/2014,"$28,529 ","$7,132 ",12/31/2014,1419984000
5296,414417,12/1/2014 - 12/31/2014,"$519,367 ","$129,842 ",12/31/2014,1419984000
5297,415526,12/1/2014 - 12/31/2014,"$49,045 ","$12,261 ",12/31/2014,1419984000
5298,415470,12/1/2014 - 12/31/2014,"$123,984 ","$30,996 ",12/31/2014,1419984000
5299,413762,12/1/2014 - 12/31/2014,"$87,095 ","$21,774 ",12/31/2014,1419984000
5300,412466,12/1/2014 - 12/31/2014,"$54,575 ","$13,644 ",12/31/2014,1419984000
5301,415325,12/1/2014 - 12/31/2014,"$69,771 ","$17,443 ",12/31/2014,1419984000
5302,413700,12/1/2014 - 12/31/2014,"$23,696 ","$5,924 ",12/31/2014,1419984000
5303,413374,12/1/2014 - 12/31/2014,"$53,154 ","$13,288 ",12/31/2014,1419984000
5304,415575,12/1/2014 - 12/31/2014,"$92,912 ","$23,228 ",12/31/2014,1419984000
5305,412495,12/1/2014 - 12/31/2014,"$50,548 ","$12,637 ",12/31/2014,1419984000
5306,414430,12/1/2014 - 12/31/2014,"$95,325 ","$23,831 ",12/31/2014,1419984000
5307,412370,12/1/2014 - 12/31/2014,"$114,691 ","$28,673 ",12/31/2014,1419984000
5308,413886,12/1/2014 - 12/31/2014,"$94,269 ","$23,567 ",12/31/2014,1419984000
5309,413358,12/1/2014 - 12/31/2014,"$294,281 ","$73,570 ",12/31/2014,1419984000
5310,413739,12/1/2014 - 12/31/2014,"$258,693 ","$64,673 ",12/31/2014,1419984000
5311,414664,12/1/2014 - 12/31/2014,"$205,034 ","$51,259 ",12/31/2014,1419984000
5312,413596,12/1/2014 - 12/31/2014,"$89,861 ","$22,465 ",12/31/2014,1419984000
5313,413683,12/1/2014 - 12/31/2014,"$519,788 ","$129,947 ",12/31/2014,1419984000
5314,414256,12/1/2014 - 12/31/2014,"$76,349 ","$19,087 ",12/31/2014,1419984000
5315,414225,12/1/2014 - 12/31/2014,"$211,244 ","$52,811 ",12/31/2014,1419984000
5316,414292,12/1/2014 - 12/31/2014,"$5,740 ","$1,435 ",12/31/2014,1419984000
5317,414983,12/1/2014 - 12/31/2014,"$204,654 ","$51,163 ",12/31/2014,1419984000
5318,415361,12/1/2014 - 12/31/2014,"$2,678 ",$670 ,12/31/2014,1419984000
5319,410798,12/1/2014 - 12/31/2014,"$174,479 ","$43,620 ",12/31/2014,1419984000
5320,413314,12/1/2014 - 12/31/2014,"$88,372 ","$22,093 ",12/31/2014,1419984000
5321,414520,12/1/2014 - 12/31/2014,"$186,707 ","$46,677 ",12/31/2014,1419984000
5322,413319,12/1/2014 - 12/31/2014,"$664,066 ","$166,016 ",12/31/2014,1419984000
5323,412921,12/1/2014 - 12/31/2014,"$63,356 ","$15,839 ",12/31/2014,1419984000
5324,413558,12/1/2014 - 12/31/2014,"$182,542 ","$45,636 ",12/31/2014,1419984000
5325,413481,12/1/2014 - 12/31/2014,"$100,241 ","$25,060 ",12/31/2014,1419984000
5326,415243,12/1/2014 - 12/31/2014,"$23,986 ","$5,997 ",12/31/2014,1419984000
5327,415010,1/1/2015 - 1/31/2015,"$5,948 ","$1,487 ",1/31/2015,1422662400
5328,414550,1/1/2015 - 1/31/2015,"$19,890 ","$4,973 ",1/31/2015,1422662400
5329,414533,1/1/2015 - 1/31/2015,"$833,204 ","$208,301 ",1/31/2015,1422662400
5330,413798,1/1/2015 - 1/31/2015,"$4,590 ","$1,147 ",1/31/2015,1422662400
5331,413534,1/1/2015 - 1/31/2015,$908 ,$227 ,1/31/2015,1422662400
5332,414755,1/1/2015 - 1/31/2015,"$38,386 ","$9,597 ",1/31/2015,1422662400
5333,414680,1/1/2015 - 1/31/2015,"$99,927 ","$24,982 ",1/31/2015,1422662400
5334,414785,1/1/2015 - 1/31/2015,"$274,925 ","$68,731 ",1/31/2015,1422662400
5335,414723,1/1/2015 - 1/31/2015,"$408,195 ","$102,049 ",1/31/2015,1422662400
5336,413541,1/1/2015 - 1/31/2015,"$33,582 ","$8,396 ",1/31/2015,1422662400
5337,413803,1/1/2015 - 1/31/2015,"$71,777 ","$17,944 ",1/31/2015,1422662400
5338,414250,1/1/2015 - 1/31/2015,"$16,919 ","$4,230 ",1/31/2015,1422662400
5339,413773,1/1/2015 - 1/31/2015,"$79,191 ","$19,798 ",1/31/2015,1422662400
5340,414963,1/1/2015 - 1/31/2015,"$68,022 ","$17,005 ",1/31/2015,1422662400
5341,413369,1/1/2015 - 1/31/2015,"$52,038 ","$13,009 ",1/31/2015,1422662400
5342,415001,1/1/2015 - 1/31/2015,"$44,459 ","$11,115 ",1/31/2015,1422662400
5343,413586,1/1/2015 - 1/31/2015,"$25,972 ","$6,493 ",1/31/2015,1422662400
5344,414280,1/1/2015 - 1/31/2015,"$74,392 ","$18,598 ",1/31/2015,1422662400
5345,413600,1/1/2015 - 1/31/2015,"$34,598 ","$8,650 ",1/31/2015,1422662400
5346,414716,1/1/2015 - 1/31/2015,"$19,085 ","$4,771 ",1/31/2015,1422662400
5347,415216,1/1/2015 - 1/31/2015,"$19,581 ","$4,895 ",1/31/2015,1422662400
5348,413821,1/1/2015 - 1/31/2015,"$2,443 ",$611 ,1/31/2015,1422662400
5349,413802,1/1/2015 - 1/31/2015,"$10,849 ","$2,712 ",1/31/2015,1422662400
5350,415094,1/1/2015 - 1/31/2015,"$86,556 ","$21,639 ",1/31/2015,1422662400
5351,415064,1/1/2015 - 1/31/2015,"$9,731 ","$2,433 ",1/31/2015,1422662400
5352,415314,1/1/2015 - 1/31/2015,"$172,656 ","$43,164 ",1/31/2015,1422662400
5353,413737,1/1/2015 - 1/31/2015,"$13,294 ","$3,324 ",1/31/2015,1422662400
5354,414539,1/1/2015 - 1/31/2015,$685 ,$171 ,1/31/2015,1422662400
5355,413550,1/1/2015 - 1/31/2015,"$11,491 ","$2,873 ",1/31/2015,1422662400
5356,414867,1/1/2015 - 1/31/2015,"$5,916 ","$1,479 ",1/31/2015,1422662400
5357,415206,1/1/2015 - 1/31/2015,"$24,510 ","$6,127 ",1/31/2015,1422662400
5358,415037,1/1/2015 - 1/31/2015,"$123,090 ","$30,773 ",1/31/2015,1422662400
5359,414060,1/1/2015 - 1/31/2015,"$86,684 ","$21,671 ",1/31/2015,1422662400
5360,412494,1/1/2015 - 1/31/2015,"$101,089 ","$25,272 ",1/31/2015,1422662400
5361,413544,1/1/2015 - 1/31/2015,"$100,567 ","$25,142 ",1/31/2015,1422662400
5362,417511,1/1/2015 - 1/31/2015,"$37,698 ","$9,424 ",1/31/2015,1422662400
5363,414817,1/1/2015 - 1/31/2015,"$117,352 ","$29,338 ",1/31/2015,1422662400
5364,414243,1/1/2015 - 1/31/2015,"$62,666 ","$15,666 ",1/31/2015,1422662400
5365,415410,1/1/2015 - 1/31/2015,"$69,979 ","$17,495 ",1/31/2015,1422662400
5366,413980,1/1/2015 - 1/31/2015,"$190,395 ","$47,599 ",1/31/2015,1422662400
5367,414970,1/1/2015 - 1/31/2015,"$80,497 ","$20,124 ",1/31/2015,1422662400
5368,413366,1/1/2015 - 1/31/2015,"$47,978 ","$11,994 ",1/31/2015,1422662400
5369,413819,1/1/2015 - 1/31/2015,"$325,650 ","$81,412 ",1/31/2015,1422662400
5370,415083,1/1/2015 - 1/31/2015,"$64,075 ","$16,019 ",1/31/2015,1422662400
5371,414889,1/1/2015 - 1/31/2015,"$104,977 ","$26,244 ",1/31/2015,1422662400
5372,413530,1/1/2015 - 1/31/2015,"$7,403 ","$1,851 ",1/31/2015,1422662400
5373,413347,1/1/2015 - 1/31/2015,"$215,548 ","$53,887 ",1/31/2015,1422662400
5374,415112,1/1/2015 - 1/31/2015,"$271,599 ","$67,900 ",1/31/2015,1422662400
5375,414295,1/1/2015 - 1/31/2015,"$377,103 ","$94,276 ",1/31/2015,1422662400
5376,353260,1/1/2015 - 1/31/2015,"$128,888 ","$32,222 ",1/31/2015,1422662400
5377,413940,1/1/2015 - 1/31/2015,"$94,102 ","$23,526 ",1/31/2015,1422662400
5378,413372,1/1/2015 - 1/31/2015,"$480,545 ","$120,136 ",1/31/2015,1422662400
5379,415662,1/1/2015 - 1/31/2015,"$95,106 ","$23,776 ",1/31/2015,1422662400
5380,415229,1/1/2015 - 1/31/2015,"$185,758 ","$46,439 ",1/31/2015,1422662400
5381,414876,1/1/2015 - 1/31/2015,"$295,149 ","$73,787 ",1/31/2015,1422662400
5382,415130,1/1/2015 - 1/31/2015,"$157,413 ","$39,353 ",1/31/2015,1422662400
5383,413843,1/1/2015 - 1/31/2015,"$160,455 ","$40,114 ",1/31/2015,1422662400
5384,413414,1/1/2015 - 1/31/2015,"$93,846 ","$23,461 ",1/31/2015,1422662400
5385,414574,1/1/2015 - 1/31/2015,"$70,467 ","$17,617 ",1/31/2015,1422662400
5386,414418,1/1/2015 - 1/31/2015,"$27,435 ","$6,859 ",1/31/2015,1422662400
5387,413732,1/1/2015 - 1/31/2015,"$1,004,356 ","$251,089 ",1/31/2015,1422662400
5388,413901,1/1/2015 - 1/31/2015,"$61,642 ","$15,410 ",1/31/2015,1422662400
5389,413801,1/1/2015 - 1/31/2015,"$40,887 ","$10,222 ",1/31/2015,1422662400
5390,400209,1/1/2015 - 1/31/2015,"$28,988 ","$7,247 ",1/31/2015,1422662400
5391,413700,1/1/2015 - 1/31/2015,"$26,750 ","$6,688 ",1/31/2015,1422662400
5392,415325,1/1/2015 - 1/31/2015,"$120,961 ","$30,240 ",1/31/2015,1422662400
5393,415526,1/1/2015 - 1/31/2015,"$48,674 ","$12,169 ",1/31/2015,1422662400
5394,415470,1/1/2015 - 1/31/2015,"$113,661 ","$28,415 ",1/31/2015,1422662400
5395,413762,1/1/2015 - 1/31/2015,"$93,569 ","$23,392 ",1/31/2015,1422662400
5396,412466,1/1/2015 - 1/31/2015,"$54,030 ","$13,507 ",1/31/2015,1422662400
5397,414417,1/1/2015 - 1/31/2015,"$514,371 ","$128,593 ",1/31/2015,1422662400
5398,413374,1/1/2015 - 1/31/2015,"$66,742 ","$16,686 ",1/31/2015,1422662400
5399,415575,1/1/2015 - 1/31/2015,"$102,678 ","$25,669 ",1/31/2015,1422662400
5400,412495,1/1/2015 - 1/31/2015,"$58,687 ","$14,672 ",1/31/2015,1422662400
5401,414430,1/1/2015 - 1/31/2015,"$113,825 ","$28,456 ",1/31/2015,1422662400
5402,412370,1/1/2015 - 1/31/2015,"$126,537 ","$31,634 ",1/31/2015,1422662400
5403,413886,1/1/2015 - 1/31/2015,"$90,241 ","$22,560 ",1/31/2015,1422662400
5404,413358,1/1/2015 - 1/31/2015,"$330,430 ","$82,608 ",1/31/2015,1422662400
5405,413739,1/1/2015 - 1/31/2015,"$245,179 ","$61,295 ",1/31/2015,1422662400
5406,414664,1/1/2015 - 1/31/2015,"$255,247 ","$63,812 ",1/31/2015,1422662400
5407,413683,1/1/2015 - 1/31/2015,"$419,206 ","$104,802 ",1/31/2015,1422662400
5408,413596,1/1/2015 - 1/31/2015,"$82,956 ","$20,739 ",1/31/2015,1422662400
5409,414256,1/1/2015 - 1/31/2015,"$72,994 ","$18,248 ",1/31/2015,1422662400
5410,414225,1/1/2015 - 1/31/2015,"$221,776 ","$55,444 ",1/31/2015,1422662400
5411,414292,1/1/2015 - 1/31/2015,"$6,195 ","$1,549 ",1/31/2015,1422662400
5412,414983,1/1/2015 - 1/31/2015,"$303,957 ","$75,989 ",1/31/2015,1422662400
5413,410798,1/1/2015 - 1/31/2015,"$180,270 ","$45,067 ",1/31/2015,1422662400
5414,415361,1/1/2015 - 1/31/2015,"$3,431 ",$858 ,1/31/2015,1422662400
5415,413319,1/1/2015 - 1/31/2015,"$579,944 ","$144,986 ",1/31/2015,1422662400
5416,414520,1/1/2015 - 1/31/2015,"$232,607 ","$58,152 ",1/31/2015,1422662400
5417,413314,1/1/2015 - 1/31/2015,"$76,065 ","$19,016 ",1/31/2015,1422662400
5418,413558,1/1/2015 - 1/31/2015,"$192,431 ","$48,108 ",1/31/2015,1422662400
5419,413481,1/1/2015 - 1/31/2015,"$96,820 ","$24,205 ",1/31/2015,1422662400
5420,412921,1/1/2015 - 1/31/2015,"$89,748 ","$22,437 ",1/31/2015,1422662400
5421,415243,1/1/2015 - 1/31/2015,"$46,692 ","$11,673 ",1/31/2015,1422662400
5422,412066,1/1/2015 - 1/31/2015,"$42,288 ","$10,572 ",1/31/2015,1422662400
5423,419759,1/1/2015 - 1/31/2015,"$32,580 ","$8,145 ",1/31/2015,1422662400
5424,414569,1/1/2015 - 1/31/2015,"$181,777 ","$45,444 ",1/31/2015,1422662400
5425,415010,2/1/2015 - 2/28/2015,"$36,056 ","$9,014 ",2/28/2015,1425081600
5426,414533,2/1/2015 - 2/28/2015,"$906,404 ","$226,601 ",2/28/2015,1425081600
5427,414550,2/1/2015 - 2/28/2015,"$23,195 ","$5,799 ",2/28/2015,1425081600
5428,413363,2/1/2015 - 2/28/2015,"$18,824 ","$4,706 ",2/28/2015,1425081600
5429,413798,2/1/2015 - 2/28/2015,"$44,715 ","$11,179 ",2/28/2015,1425081600
5430,413534,2/1/2015 - 2/28/2015,"$54,082 ","$13,521 ",2/28/2015,1425081600
5431,415253,2/1/2015 - 2/28/2015,"$22,986 ","$5,746 ",2/28/2015,1425081600
5432,414680,2/1/2015 - 2/28/2015,"$120,177 ","$30,044 ",2/28/2015,1425081600
5433,414755,2/1/2015 - 2/28/2015,"$66,959 ","$16,740 ",2/28/2015,1425081600
5434,84045,2/1/2015 - 2/28/2015,"$93,856 ","$23,464 ",2/28/2015,1425081600
5435,414569,2/1/2015 - 2/28/2015,"$235,731 ","$58,933 ",2/28/2015,1425081600
5436,414785,2/1/2015 - 2/28/2015,"$249,800 ","$62,450 ",2/28/2015,1425081600
5437,413773,2/1/2015 - 2/28/2015,"$123,677 ","$30,919 ",2/28/2015,1425081600
5438,414723,2/1/2015 - 2/28/2015,"$402,534 ","$100,634 ",2/28/2015,1425081600
5439,413541,2/1/2015 - 2/28/2015,"$43,179 ","$10,795 ",2/28/2015,1425081600
5440,414250,2/1/2015 - 2/28/2015,"$14,796 ","$3,699 ",2/28/2015,1425081600
5441,413803,2/1/2015 - 2/28/2015,"$88,760 ","$22,190 ",2/28/2015,1425081600
5442,414963,2/1/2015 - 2/28/2015,"$98,269 ","$24,567 ",2/28/2015,1425081600
5443,413369,2/1/2015 - 2/28/2015,"$75,846 ","$18,961 ",2/28/2015,1425081600
5444,415001,2/1/2015 - 2/28/2015,"$43,528 ","$10,882 ",2/28/2015,1425081600
5445,414240,2/1/2015 - 2/28/2015,"$53,213 ","$13,303 ",2/28/2015,1425081600
5446,413586,2/1/2015 - 2/28/2015,"$42,954 ","$10,738 ",2/28/2015,1425081600
5447,414280,2/1/2015 - 2/28/2015,"$79,575 ","$19,894 ",2/28/2015,1425081600
5448,413600,2/1/2015 - 2/28/2015,"$43,777 ","$10,944 ",2/28/2015,1425081600
5449,414716,2/1/2015 - 2/28/2015,"$43,459 ","$10,865 ",2/28/2015,1425081600
5450,412066,2/1/2015 - 2/28/2015,"$53,441 ","$13,360 ",2/28/2015,1425081600
5451,415216,2/1/2015 - 2/28/2015,"$53,168 ","$13,292 ",2/28/2015,1425081600
5452,413821,2/1/2015 - 2/28/2015,"$25,696 ","$6,424 ",2/28/2015,1425081600
5453,413802,2/1/2015 - 2/28/2015,"$38,436 ","$9,609 ",2/28/2015,1425081600
5454,415094,2/1/2015 - 2/28/2015,"$100,806 ","$25,201 ",2/28/2015,1425081600
5455,415064,2/1/2015 - 2/28/2015,"$30,339 ","$7,585 ",2/28/2015,1425081600
5456,413737,2/1/2015 - 2/28/2015,"$40,663 ","$10,166 ",2/28/2015,1425081600
5457,415314,2/1/2015 - 2/28/2015,"$203,520 ","$50,880 ",2/28/2015,1425081600
5458,414780,2/1/2015 - 2/28/2015,"$24,874 ","$6,219 ",2/28/2015,1425081600
5459,412490,2/1/2015 - 2/28/2015,"$5,989 ","$1,497 ",2/28/2015,1425081600
5460,414539,2/1/2015 - 2/28/2015,"$7,087 ","$1,772 ",2/28/2015,1425081600
